"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                        Individuals' level of digital skills (from 2021 onwards)"	"isoc_sk_dskl_i21"	"dataset"	"13.03.2024"	"15.12.2023"	"2021"	"2023"	392021
"                            Share of individuals having at least basic digital skills, by sex"	"sdg_04_70"	"table"	"13.03.2024"	"13.03.2024"	"2021"	"2023"	213
"                            Individuals who have basic or above basic overall digital skills by sex"	"tepsr_sp410"	"table"	"13.03.2024"	"13.03.2024"	"2021"	"2023"	213
"                        Individuals' level of computer skills (2021 onwards)"	"isoc_sk_cskl_i21"	"dataset"	"13.03.2024"	"15.12.2023"	"2021"	"2023"	120456
"                        Evaluating data, information and digital content (2021 onwards)"	"isoc_sk_edic_i21"	"dataset"	"13.03.2024"	"15.12.2023"	"2021"	"2023"	120456
"                        Individuals' level of digital skills (until 2019)"	"isoc_sk_dskl_i"	"dataset"	"13.03.2024"	"03.01.2024"	"2015"	"2019"	458872
"                        Individuals' level of computer skills (until 2019)"	"isoc_sk_cskl_i"	"dataset"	"13.03.2024"	"03.01.2024"	"2003"	"2019"	824547
"                        Individuals' level of internet skills"	"isoc_sk_iskl_i"	"dataset"	"13.03.2024"	"03.01.2024"	"2003"	"2013"	341022
"                        Way of obtaining ICT skills"	"isoc_sk_how_i"	"dataset"	"13.03.2024"	"03.01.2024"	"2005"	"2018"	359623
"                Language skills - adult education survey"	"sks_ssaes"	"folder"	" "	" "	" "	" "	
"                    Number of foreign languages known"	"edat_aes_l2"	"folder"	" "	" "	" "	" "	
"                        Number of foreign languages known (self-reported) by sex"	"edat_aes_l21"	"dataset"	"02.04.2024"	"03.01.2024"	"2007"	"2022"	3063
"                        Number of foreign languages known (self-reported) by age"	"edat_aes_l22"	"dataset"	"02.04.2024"	"03.01.2024"	"2007"	"2022"	3694
"                        Number of foreign languages known (self-reported) by educational attainment level"	"edat_aes_l23"	"dataset"	"02.04.2024"	"03.01.2024"	"2007"	"2022"	5354
"                        Number of foreign languages known (self-reported) by labour status"	"edat_aes_l24"	"dataset"	"02.04.2024"	"03.01.2024"	"2007"	"2022"	4079
"                        Number of foreign languages known (self-reported) by occupation"	"edat_aes_l25"	"dataset"	"02.04.2024"	"03.01.2024"	"2007"	"2022"	5040
"                        Number of foreign languages known (self-reported) by degree of urbanisation"	"edat_aes_l26"	"dataset"	"02.04.2024"	"03.01.2024"	"2007"	"2022"	3975
"                    Level of the best-known foreign language"	"edat_aes_l3"	"folder"	" "	" "	" "	" "	
"                        Level of the best-known foreign language (self-reported) by sex"	"edat_aes_l31"	"dataset"	"02.04.2024"	"03.01.2024"	"2007"	"2022"	2753
"                        Level of the best-known foreign language (self-reported) by age"	"edat_aes_l32"	"dataset"	"02.04.2024"	"03.01.2024"	"2007"	"2022"	3289
"                        Level of the best-known foreign language (self-reported) by educational attainment level"	"edat_aes_l33"	"dataset"	"02.04.2024"	"03.01.2024"	"2007"	"2022"	4746
"                        Level of the best-known foreign language (self-reported) by labour status"	"edat_aes_l34"	"dataset"	"02.04.2024"	"03.01.2024"	"2007"	"2022"	3599
"                        Level of the best-known foreign language (self-reported) by occupation"	"edat_aes_l35"	"dataset"	"02.04.2024"	"03.01.2024"	"2007"	"2022"	4391
"                        Level of the best-known foreign language (self-reported) by degree of urbanisation"	"edat_aes_l36"	"dataset"	"02.04.2024"	"03.01.2024"	"2007"	"2022"	3531
"                Language skills of foreign-born population - labour force survey (2021 module)"	"sks_srdl"	"folder"	" "	" "	" "	" "	
"                    Foreign-born population by level of skills in the main host country language before migrating, sex, age, country of birth and educational attainment level"	"lfso_21lang01"	"dataset"	"15.02.2023"	"15.02.2023"	"2021"	"2021"	70990
"                    Foreign-born population by level of current skills in the main host country language, sex, age, country of birth and educational attainment level"	"lfso_21lang02"	"dataset"	"15.02.2023"	"15.02.2023"	"2021"	"2021"	61866
"                    Foreign-born population by level of current skills in the main host country language, sex, age, citizenship and labour status"	"lfso_21lang03"	"dataset"	"15.02.2023"	"15.02.2023"	"2021"	"2021"	94674
"            Skills demand - indirect measures"	"sks_dim"	"folder"	" "	" "	" "	" "	
"                Employment - labour force survey"	"sks_dimlf"	"folder"	" "	" "	" "	" "	
"                    Employment"	"sks_dimlf_em"	"folder"	" "	" "	" "	" "	
"                        Employment by sex, age and citizenship (1 000)"	"lfsa_egan"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	477322
"                            Employed persons being self-employed without employees by sex"	"tqoe4a3"	"table"	"14.03.2024"	"14.03.2024"	"2011"	"2022"	690
"                        Employment by sex, age and educational attainment level (1 000)"	"lfsa_egaed"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	395355
"                        Employment by sex, age and professional status (1 000)"	"lfsa_egaps"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	894082
"                            Employed persons having more than one job by sex"	"tqoe3a5"	"table"	"14.03.2024"	"14.03.2024"	"2011"	"2022"	1299
"                        Employment by sex, age and economic activity (from 2008 onwards, NACE Rev. 2) - 1 000"	"lfsa_egan2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	764624
"                        Employment by sex, age and detailed economic activity (from 2008 onwards, NACE Rev. 2 two digit level) - 1 000"	"lfsa_egan22d"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	2822174
"                        Employment by sex, age, time since job started and economic activity (from 2008 onwards, NACE Rev. 2) - 1 000"	"lfsa_egdn2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	819025
"                        Employment by sex, age, occupation and economic activity (from 2008 onwards, NACE Rev. 2) (1 000)"	"lfsa_eisn2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	677793
"                        Employment by sex, age, professional status and occupation (1 000)"	"lfsa_egais"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	2088423
"                            Employed women being in managerial positions by age"	"tqoe1c2"	"table"	"14.03.2024"	"14.03.2024"	"2011"	"2022"	8955
"                        Employment by sex, age, occupation and educational attainment level (1 000)"	"lfsa_egised"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	283906
"                        Employed persons working from home as a percentage of the total employment, by sex, age and professional status (%)"	"lfsa_ehomp"	"dataset"	"14.03.2024"	"14.03.2024"	"1992"	"2022"	1659633
"                        Employment by sex, age and European socio-economic group"	"lfsa_esegg"	"dataset"	"14.03.2024"	"14.03.2024"	"2011"	"2022"	307609
"                        Employment by age and European socio-economic group"	"lfsa_esega"	"dataset"	"14.03.2024"	"14.03.2024"	"2011"	"2022"	369305
"                        Employment by educational attainment level, age and European socio-economic group"	"lfsa_eseged"	"dataset"	"14.03.2024"	"14.03.2024"	"2011"	"2022"	463583
"                        Employment by NACE Rev. 2 activity, age and European socio-economic group"	"lfsa_esegn2"	"dataset"	"14.03.2024"	"14.03.2024"	"2011"	"2022"	448154
"                    Employment rates"	"sks_dimlf_er"	"folder"	" "	" "	" "	" "	
"                        Employment rates by sex, age and citizenship (%)"	"lfsa_ergan"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	614677
"                        Employment rates by sex, age and country of birth (%)"	"lfsa_ergacob"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	580642
"                        Employment rates by sex, age and educational attainment level (%)"	"lfsa_ergaed"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	440418
"                    Self employed"	"sks_dimlf_se"	"folder"	" "	" "	" "	" "	
"                        Self-employment by sex, age and citizenship (1 000)"	"lfsa_esgan"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	2462886
"                            Employed persons being self-employed without employees by sex"	"tqoe4a3"	"table"	"14.03.2024"	"14.03.2024"	"2011"	"2022"	690
"                        Self-employment by sex, age and country of birth (1 000)"	"lfsa_esgacob"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	2544614
"                        Self-employment by sex, age and educational attainment level (1 000)"	"lfsa_esgaed"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	733671
"                        Self-employment by sex, age and economic activity (from 2008 onwards, NACE Rev. 2) - 1 000"	"lfsa_esgan2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	883496
"                        Self-employment by sex, age and occupation (1 000)"	"lfsa_esgais"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	1943578
"                    Employees"	"sks_dimlf_ey"	"folder"	" "	" "	" "	" "	
"                        Employees by sex, age and educational attainment level (1 000)"	"lfsa_eegaed"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	243783
"                        Employees by sex, age and economic activity (from 2008 onwards, NACE Rev. 2) - 1 000"	"lfsa_eegan2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	819321
"                        Employees by sex, age and occupation (1 000)"	"lfsa_eegais"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	761229
"                    Temporary employment"	"sks_dimlf_te"	"folder"	" "	" "	" "	" "	
"                        Temporary employees by sex, age and main reason"	"lfsa_etgar"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	829764
"                        Temporary employees as percentage of the total number of employees, by sex, age and citizenship (%)"	"lfsa_etpgan"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	142527
"                        Temporary employees as percentage of the total number of employees, by sex, age and country of birth (%)"	"lfsa_etpgacob"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	135824
"                    Full-time and part-time employment"	"sks_dimlf_fp"	"folder"	" "	" "	" "	" "	
"                        Full-time and part-time employment by sex, age and educational attainment level (1 000)"	"lfsa_epgaed"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	794760
"                        Full-time and part-time employment by sex and economic activity (from 2008 onwards, NACE Rev. 2) - 1 000"	"lfsa_epgan2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	112172
"                        Full-time and part-time employment by sex, age and economic activity - NACE A10 (from 2008 onwards, NACE Rev. 2) - 1 000"	"lfsa_epgn62"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	1356383
"                        Full-time and part-time employment by sex, age and occupation (1 000)"	"lfsa_epgais"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	1070358
"                        Main reason for part-time employment - Distributions by sex and age (%)"	"lfsa_epgar"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	364462
"                        Part-time employment as percentage of the total employment, by sex and age (%)"	"lfsa_eppga"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	75444
"                        Part-time employment as percentage of the total employment, by sex, age and citizenship (%)"	"lfsa_eppgan"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	115082
"                        Part-time employment as percentage of the total employment, by sex, age and country of birth (%)"	"lfsa_eppgacob"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	108991
"                        Involuntary part-time employment as percentage of the total part-time employment, by sex and age (%)"	"lfsa_eppgai"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	74927
"                    Working time"	"sks_dimlf_wt"	"folder"	" "	" "	" "	" "	
"                        Average number of usual weekly hours of work in main job, by sex, age, professional status, full-time/part-time and economic activity (from 2008 onwards, NACE Rev. 2)"	"lfsa_ewhun2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	6912880
"                        Average number of usual weekly hours of work in main job, by sex, age, professional status, full-time/part-time and occupation"	"lfsa_ewhuis"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	6948493
"                            Hours worked per week of full-time employment"	"tps00071"	"table"	"14.03.2024"	"14.03.2024"	"2011"	"2022"	437
"                        Average number of actual weekly hours of work in main job, by sex, age, professional status, full-time/part-time and economic activity (from 2008 onwards, NACE Rev. 2)"	"lfsa_ewhan2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	6932799
"                        Average number of actual weekly hours of work in main job, by sex, age, professional status, full-time/part-time and occupation"	"lfsa_ewhais"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	7019436
"                    Quality of employment"	"sks_dimlf_qe"	"folder"	" "	" "	" "	" "	
"                        Long working hours in main job by sex, age, professional status and occupation"	"lfsa_qoe_3a2"	"dataset"	"14.03.2024"	"14.03.2024"	"2000"	"2022"	449475
"                        Job tenure by sex, age, professional status and occupation"	"lfsa_qoe_4a2"	"dataset"	"14.03.2024"	"14.03.2024"	"2000"	"2022"	647431
"                        Precarious employment by sex, age and NACE Rev. 2 activity"	"lfsa_qoe_4ax1r2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	34991
"                    Youth employment"	"sks_dimlf_ye"	"folder"	" "	" "	" "	" "	
"                        Youth employment by sex, age and educational attainment level"	"yth_empl_010"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	177936
"                        Youth employment rate by sex, age and country of birth"	"yth_empl_020"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	81361
"                        Youth employment rate by sex, age and NUTS 2 regions"	"yth_empl_030"	"dataset"	"15.03.2024"	"15.03.2024"	"1999"	"2022"	192960
"                        Youth self-employment by sex, age and educational attainment level"	"yth_empl_040"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	80408
"                        Temporary employees by sex, age and main reason"	"lfsa_etgar"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	829764
"                        Part-time employment as percentage of the total employment for young people by sex, age and country of birth"	"yth_empl_060"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	78380
"                        Involuntary part-time employment as percentage of the total part-time employment for young people by sex and age"	"yth_empl_080"	"dataset"	"14.03.2024"	"14.03.2024"	"1983"	"2022"	18904
"                    Young people by educational and labour status (incl. neither in employment nor in education and training - NEET)"	"sks_dimlf_yp"	"folder"	" "	" "	" "	" "	
"                        Young people neither in employment nor in education and training by sex, age and labour status (NEET rates)"	"edat_lfse_20"	"dataset"	"14.09.2023"	"14.09.2023"	"2000"	"2022"	129685
"                        Young people neither in employment nor in education and training by sex, age and educational attainment level (NEET rates)"	"edat_lfse_21"	"dataset"	"14.09.2023"	"14.09.2023"	"2000"	"2022"	149445
"                        Young people neither in employment nor in education and training by sex and NUTS 2 regions (NEET rates)"	"edat_lfse_22"	"dataset"	"14.09.2023"	"14.09.2023"	"2000"	"2022"	91366
"                        Young people neither in employment nor in education and training by sex, age and citizenship (NEET rates)"	"edat_lfse_23"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	113196
"                        Young people neither in employment nor in education and training by sex, age and country of birth (NEET rates)"	"edat_lfse_28"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	109944
"                        Young people neither in employment nor in education and training by sex, age and degree of urbanisation (NEET rates)"	"edat_lfse_29"	"dataset"	"14.09.2023"	"14.09.2023"	"2000"	"2022"	96904
"                    Labour status of young people by years since completion of highest level of education"	"sks_dimlf_ls"	"folder"	" "	" "	" "	" "	
"                        Employment rates of young people not in education and training by sex, educational attainment level and years since completion of highest level of education"	"edat_lfse_24"	"dataset"	"14.09.2023"	"14.09.2023"	"2000"	"2022"	285146
"                            Employment rates of recent graduates"	"tps00053"	"table"	"14.09.2023"	"14.09.2023"	"2011"	"2022"	1299
"                        Employment rates of young people not in education and training by sex, educational attainment level, years since completion of highest level of education and citizenship"	"edat_lfse_31"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	1183105
"                        Employment rates of young people not in education and training by sex, educational attainment level, years since completion of highest level of education and country of birth"	"edat_lfse_32"	"dataset"	"14.09.2023"	"14.09.2023"	"2004"	"2022"	1181866
"                        Employment rates of young people not in education and training by sex, educational attainment level, years since completion of highest level of education and NUTS 2 regions"	"edat_lfse_33"	"dataset"	"14.09.2023"	"14.09.2023"	"2000"	"2022"	3642038
"                        Employment rates of young people not in education and training by sex, educational attainment level, years since completion of highest level of education and degree of urbanisation"	"edat_lfse_34"	"dataset"	"14.09.2023"	"14.09.2023"	"2000"	"2022"	1069554
"                Employment – ICT skilled persons"	"sks_dimict"	"folder"	" "	" "	" "	" "	
"                    ICT specialists in employment"	"sks_dimict_em"	"folder"	" "	" "	" "	" "	
"                        Employed ICT specialists - total"	"isoc_sks_itspt"	"dataset"	"03.05.2023"	"03.01.2024"	"2004"	"2022"	1232
"                        Employed ICT specialists by sex"	"isoc_sks_itsps"	"dataset"	"03.05.2023"	"03.01.2024"	"2004"	"2022"	2464
"                        Employed ICT specialists by educational attainment level"	"isoc_sks_itspe"	"dataset"	"16.10.2023"	"03.01.2024"	"2004"	"2022"	2818
"                        Employed ICT specialists by age"	"isoc_sks_itspa"	"dataset"	"03.05.2023"	"03.01.2024"	"2004"	"2022"	2464
"                    ICT education"	"sks_dimict_tr"	"folder"	" "	" "	" "	" "	
"                        Employed persons with ICT education by sex"	"isoc_ski_itsex"	"dataset"	"16.10.2023"	"03.01.2024"	"2004"	"2022"	4134
"                        Employed persons with ICT education by educational attainment level"	"isoc_ski_itedu"	"dataset"	"16.10.2023"	"03.01.2024"	"2004"	"2022"	4134
"                        Employed persons with ICT education by age"	"isoc_ski_itage"	"dataset"	"16.10.2023"	"03.01.2024"	"2004"	"2022"	4134
"                Employment - research and development"	"sks_dimrd"	"folder"	" "	" "	" "	" "	
"                    R&D personnel by sector of performance, professional position and sex"	"rd_p_persocc"	"dataset"	"17.03.2024"	"03.01.2024"	"1980"	"2022"	64948
"                        Total researchers by sectors of performance - head count"	"tsc00003"	"table"	"17.03.2024"	"17.03.2024"	"2011"	"2022"	1919
"                        Total researchers by sectors of performance - full time equivalent"	"tsc00004"	"table"	"17.03.2024"	"17.03.2024"	"2011"	"2022"	2286
"                    Share of R&D personnel and researchers in total active population and employment by sector of performance and sex"	"rd_p_perslf"	"dataset"	"17.03.2024"	"03.01.2024"	"1981"	"2022"	55982
"                        Research and development personnel, by sectors of performance"	"tsc00002"	"table"	"17.03.2024"	"17.03.2024"	"2011"	"2022"	2057
"                    Share of female researchers by sector of performance"	"rd_p_femres"	"dataset"	"17.03.2024"	"03.01.2024"	"1987"	"2022"	6698
"                        Share of women researchers, all sectors"	"tsc00006"	"table"	"17.03.2024"	"17.03.2024"	"2011"	"2022"	289
"                        Share of women researchers, by sectors of performance"	"tsc00005"	"table"	"17.03.2024"	"17.03.2024"	"2011"	"2022"	1868
"                    R&D personnel and researchers by sector of performance, educational attainment level (ISCED1997) and sex (1980-2015)"	"rd_p_persqual"	"dataset"	"21.03.2019"	"03.01.2024"	"1980"	"2015"	74809
"                    R&D personnel and researchers by sector of performance, fields of R&D and sex"	"rd_p_perssci"	"dataset"	"17.03.2024"	"03.01.2024"	"1980"	"2022"	179168
"                    Researchers by sector of performance, age class and sex"	"rd_p_persage"	"dataset"	"17.03.2024"	"03.01.2024"	"1980"	"2022"	20456
"                    Researchers by sector of performance, country of citizenship and sex"	"rd_p_perscitz"	"dataset"	"17.03.2024"	"03.01.2024"	"1980"	"2022"	20362
"                    R&D personnel and researchers in business enterprise sector by NACE Rev. 2 activity and sex"	"rd_p_bempoccr2"	"dataset"	"17.03.2024"	"03.01.2024"	"2005"	"2022"	241301
"                    R&D personnel and researchers in business enterprise sector by size class and sex"	"rd_p_perssize"	"dataset"	"17.03.2024"	"03.01.2024"	"1980"	"2022"	15191
"                    R&D personnel and researchers by sector of performance, sex and NUTS 2 regions"	"rd_p_persreg"	"dataset"	"17.03.2024"	"17.03.2024"	"1980"	"2022"	636191
"                        Researchers, all sectors by NUTS 2 regions"	"tgs00043"	"table"	"17.03.2024"	"17.03.2024"	"2011"	"2022"	2302
"                Employment - high-tech industry and knowledge-intensive services"	"sks_dimht"	"folder"	" "	" "	" "	" "	
"                    -----"	"sks_dimht_"	"folder"	" "	" "	" "	" "	
"                        Annual data on employment in knowledge-intensive activities at the national level, by sex (from 2008 onwards, NACE Rev. 2)"	"htec_kia_emp2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	6468
"                    Employment statistics on high-tech industries and Knowledge Intensive Services at the national level (from 2008 onwards, NACE Rev. 2)"	"htec_emp_sbs2"	"dataset"	"29.10.2015"	"21.12.2023"	"2008"	"2013"	5854
"                    Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)"	"htec_emp_nat2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	102152
"                        Employment in high- and medium-high technology manufacturing sectors and knowledge-intensive service sectors"	"tsc00011"	"table"	"14.03.2024"	"14.03.2024"	"2011"	"2022"	864
"                    Employment in technology and knowledge-intensive sectors at the national level, by type of occupation (from 2008 onwards, NACE Rev. 2)"	"htec_emp_nisco2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	135744
"                    Employment in technology and knowledge-intensive sectors at the national level, by level of education (from 2008 onwards, NACE Rev. 2)"	"htec_emp_nisced2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	147694
"                    Employed HRST by category, age and NACE Rev. 2 activity"	"hrst_st_nsec2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	348380
"                    Employed HRST by category, sex, age and NACE Rev. 2 activity"	"hrst_st_nsecsex2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	458438
"                    Employment in technology and knowledge-intensive sectors by NUTS 2 regions and sex (from 2008 onwards, NACE Rev. 2)"	"htec_emp_reg2"	"dataset"	"15.03.2024"	"15.03.2024"	"2008"	"2022"	1305478
"                        Employment in high-tech sectors by NUTS 2 regions"	"tgs00039"	"table"	"15.03.2024"	"15.03.2024"	"2011"	"2022"	3475
"                    Employment in technology and knowledge-intensive sectors by NUTS 1 regions and type of occupation (from 2008 onwards, NACE Rev. 2)"	"htec_emp_risco2"	"dataset"	"15.03.2024"	"15.03.2024"	"2008"	"2022"	573850
"                    Employment in technology and knowledge-intensive sectors by NUTS 1 regions and level of education (from 2008 onwards, NACE Rev. 2)"	"htec_emp_risced2"	"dataset"	"15.03.2024"	"15.03.2024"	"2008"	"2022"	618090
"                    Employed HRST by category, NACE Rev. 2 activity and NUTS 1 regions"	"hrst_st_rsec2"	"dataset"	"15.03.2024"	"15.03.2024"	"2008"	"2022"	733170
"                Employment - human resources in science and technology (HRST)"	"sks_dimhr"	"folder"	" "	" "	" "	" "	
"                    Job-to-job mobility of HRST"	"hrst_fl_mob"	"folder"	" "	" "	" "	" "	
"                        Job-to-job mobility of HRST by sex"	"hrst_fl_mobsex"	"dataset"	"04.02.2022"	"03.01.2024"	"1996"	"2020"	4846
"                        Job-to-job mobility of HRST by age"	"hrst_fl_mobage"	"dataset"	"04.02.2022"	"03.01.2024"	"1996"	"2020"	6460
"                        Job-to-job mobility of HRST by NACE Rev. 2 activity"	"hrst_fl_mobsect2"	"dataset"	"04.02.2022"	"03.01.2024"	"2008"	"2020"	5776
"                    Employed HRST by category, age and occupation"	"hrst_st_nocc"	"dataset"	"14.03.2024"	"14.03.2024"	"1994"	"2022"	58920
"                    Employed HRST by category, age and NACE Rev. 2 activity"	"hrst_st_nsec2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	348380
"                    Employed HRST by category, sex, age and NACE Rev. 2 activity"	"hrst_st_nsecsex2"	"dataset"	"14.03.2024"	"14.03.2024"	"2008"	"2022"	458438
"                    Employed HRST with tertiary education by age, field of education and occupation (2003-2013)"	"hrst_st_nfieocc"	"dataset"	"10.09.2021"	"03.01.2024"	"2003"	"2013"	36408
"                    Employed HRST by category, NACE Rev. 2 activity and NUTS 1 regions"	"hrst_st_rsec2"	"dataset"	"15.03.2024"	"15.03.2024"	"2008"	"2022"	733170
"            Skills demand - direct measures"	"sks_ddm"	"folder"	" "	" "	" "	" "	
"                Newly employed - labour force survey"	"sks_ddmlf"	"folder"	" "	" "	" "	" "	
"                    Newly employed (share of people in current job for 12 months or less, in total employment) by age, professional status and citizenship"	"lfsa_enewasn"	"dataset"	"14.03.2024"	"14.03.2024"	"1995"	"2022"	100371
"                Job vacancies - job vacancy statistics"	"sks_ddmjv"	"folder"	" "	" "	" "	" "	
"                    Job vacancy statistics by NACE Rev. 2 activity - quarterly data (from 2001 onwards)"	"jvs_q_nace2"	"dataset"	"15.03.2024"	"15.03.2024"	"2001-Q1"	"2023-Q4"	701459
"                        Job vacancy rate - quarterly data"	"ei_lmjv_q_r2"	"table"	"18.03.2024"	"18.03.2024"	"2001-Q1"	"2023-Q4"	91738
"                        Job vacancies in number and % - NACE Rev. 2, B-S, quarterly data"	"tps00172"	"table"	"18.03.2024"	"18.03.2024"	"2021-Q1"	"2023-Q4"	709
"                Skills covered by training courses in enterprises - continuing vocational training survey"	"sks_srdt"	"folder"	" "	" "	" "	" "	
"                    Main skills targeted by CVT courses by type of skill and size class - % of enterprises providing CVT courses"	"trng_cvt_29s"	"dataset"	"13.03.2023"	"03.01.2024"	"2010"	"2020"	4411
"                    Main skills targeted by CVT courses by type of skill and NACE Rev. 2 activity - % of enterprises providing CVT courses"	"trng_cvt_29n2"	"dataset"	"13.03.2023"	"03.01.2024"	"2010"	"2020"	6523
"            Skills demand - self-reported measures"	"sks_dsr"	"folder"	" "	" "	" "	" "	
"                Digital skills - ICT usage and e-commerce in enterprises"	"sks_dsrds"	"folder"	" "	" "	" "	" "	
"                    Enterprises that employ ICT specialists by size class of enterprise"	"isoc_ske_itspe"	"dataset"	"08.12.2023"	"03.01.2024"	"2012"	"2022"	3071
"                    Enterprises that employ ICT specialists by NACE Rev.2 activity"	"isoc_ske_itspen2"	"dataset"	"08.12.2023"	"03.01.2024"	"2012"	"2022"	20250
"                    Enterprises that recruited or tried to recruit ICT specialists by size class of enterprise"	"isoc_ske_itrcrs"	"dataset"	"08.12.2023"	"03.01.2024"	"2012"	"2022"	14778
"                    Enterprises that recruited or tried to recruit ICT specialists by NACE Rev.2 activity"	"isoc_ske_itrcrn2"	"dataset"	"08.12.2023"	"03.01.2024"	"2012"	"2022"	99987
"                    Enterprises - ICT functions performed by size class of enterprise"	"isoc_ske_fct"	"dataset"	"08.12.2023"	"03.01.2024"	"2015"	"2022"	32709
"                    Enterprises - ICT functions performed by NACE Rev.2 activity"	"isoc_ske_fctn2"	"dataset"	"08.12.2023"	"03.01.2024"	"2015"	"2022"	215010
"                    Use of computers and the internet by employees by NACE Rev.2 activity"	"isoc_ci_cm_pn2"	"dataset"	"08.12.2023"	"08.12.2023"	"2009"	"2023"	55750
"                Skills needed for the development of the enterprise - continuing vocational training survey"	"sks_dsrd"	"folder"	" "	" "	" "	" "	
"                    Main skills needed for the development of the enterprise by type of skill and size class - % of all enterprises"	"trng_cvt_10s"	"dataset"	"13.03.2023"	"03.01.2024"	"2010"	"2020"	4717
"                    Main skills needed for the development of the enterprise by type of skill and NACE Rev. 2 activity - % of all enterprises"	"trng_cvt_10n2"	"dataset"	"13.03.2023"	"03.01.2024"	"2010"	"2020"	7054
"                    Usual reaction to future skill needs by type of reaction and size class - % of all enterprises"	"trng_cvt_11s"	"dataset"	"13.03.2023"	"03.01.2024"	"2010"	"2020"	1488
"                    Usual reaction to future skill needs by type of reaction and NACE Rev. 2 activity - % of all enterprises"	"trng_cvt_11n2"	"dataset"	"13.03.2023"	"03.01.2024"	"2010"	"2020"	2232
"            Skills development"	"sks_dev"	"folder"	" "	" "	" "	" "	
"                Participation in education and training - labour force survey"	"sks_devlf"	"folder"	" "	" "	" "	" "	
"                    Main indicators on adult participation in learning - LFS data from 1992 onwards"	"trng_lfs_4w0"	"folder"	" "	" "	" "	" "	
"                        Participation rate in education and training (last 4 weeks) by sex and age"	"trng_lfse_01"	"dataset"	"14.09.2023"	"14.09.2023"	"1992"	"2022"	21676
